dow,vix,ford,oil,gold,corn,steel
12453.54,15.07,15.09,111.45,54.81,728.75,52.75
12266.75,15.83,14.66,108.15,54.23,747.5,52.74
12201.59,16.96,14.62,107.12,53.47,733.75,50.49
12341.83,15.32,14.71,109.66,53.33,739.5,50.52
12285.15,16.27,14.81,108.11,53.42,741.25,50.85
12270.99,16.92,14.98,107.11,52.16,746.5,50.62
12263.58,17.09,14.91,106.25,52.34,746.75,50.52
12381.11,16.59,14.86,109.92,53.08,760,51.72
12380.05,17.87,15.33,112.79,54.37,751.25,52.8
12409.49,17.11,15.53,110.3,53.77,752.75,53.71
12426.75,16.9,15.73,108.83,54.18,757.5,54.58
12393.9,17.25,15.79,108.34,54.28,754.5,54.64
12400.03,17.5,15.55,108.47,51.39,734,54.02
12376.72,17.4,15.16,107.94,51.27,725,54.12
12319.73,17.74,14.91,106.72,51.91,659.25,53.94
12350.61,17.71,14.86,104.27,51.55,661.5,56.31
12279.01,18.16,14.84,104.79,50.69,661.25,56.78
12197.88,19.44,14.86,103.98,50.95,668.25,55.4
12220.59,17.91,15.01,105.4,51.51,688.25,55.02
12170.56,18,15.04,105.6,51.61,676.25,54.65
12086.02,19.17,14.31,105.75,52.03,678.25,54.15
12018.63,20.21,14.34,104,50.22,673,53.42
12036.53,20.61,14.59,102.33,50.32,676,54.16
11858.52,24.44,14.49,101.07,49.4,652.25,53.43
11774.59,26.37,14.26,101.42,48.46,616,54.74
11613.3,29.4,14.18,97.98,48.38,608,53.93
11855.42,24.32,14.67,97.18,49.23,636,54.03
11993.16,21.13,14.3,101.19,51,650.5,54.96
12044.4,20.08,14.36,101.16,50.81,646.25,55.14
11984.61,21.88,14.06,102.7,50.36,675,52.75
12213.09,20.22,14.29,104.38,51.67,685,53.85
12214.38,19.82,14.47,105.02,52.25,695,55.72
12090.03,20.66,14.01,105.44,52.99,704.25,54.38
12169.88,19.06,14.42,104.42,52.83,716.25,55.82
12258.2,18.6,14.76,101.91,52.6,711,56.75
12066.8,20.7,14.66,102.23,53.88,699.75,55.7
12058.02,21.01,14.66,99.63,53.77,717.25,54.97
12226.34,18.35,15.05,96.97,52.82,706.75,57.49
12130.45,19.22,15.07,97.88,51.88,683.25,56.76
12068.5,21.32,14.7,97.28,51.07,680,57.13
12105.78,22.13,14.86,98.1,52.53,656.5,56.99
12212.79,20.8,15.23,93.57,51.52,679.75,57.58
12391.25,16.43,15.77,86.2,51.4,701.75,61.86
12318.14,16.59,15.97,86.36,50.64,692,63.64
12288.17,16.72,16.05,84.99,49.72,682.75,63.35
12226.64,16.37,16.1,84.32,49.19,680.25,62.31
12268.19,15.95,16.09,84.81,48.53,695,60.35
12273.26,15.69,16.38,85.58,47.49,695,58.92
12229.29,16.09,15.95,86.73,47.72,694.25,57.83
12239.89,15.87,16.09,86.71,48.02,673.25,57.22
12233.15,15.81,16.24,86.94,48.69,666.25,58.91
12161.63,16.28,16.11,87.48,47.83,669.5,58.94
12092.15,15.93,15.72,89.03,48.11,659.5,58.17
12062.26,16.69,15.76,90.54,48.67,658.5,60.64
12041.97,17.3,15.4,90.86,47.53,663.25,59.66
12040.16,17.63,15.89,90.77,48.26,655.75,59.77
11891.93,19.53,15.95,92.19,47.51,642.25,57.67
11823.7,20.04,16.27,89.34,47.3,642.5,55.8
11989.83,16.15,18.79,85.64,46.37,647.5,58.28
11985.44,16.64,18.37,87.33,47.8,640.25,59.48
11977.19,17.59,17.89,86.19,46.13,639.25,57.3
11980.52,17.65,17.93,87.87,46.37,650.5,54.44
11871.84,18.47,17.95,89.11,46.95,650.5,53.29
11822.8,17.99,17.78,88.86,46.98,627.5,54.11
11825.29,17.31,17.9,90.86,47.7,637.25,52.33
11837.93,15.87,18.7,91.38,48.16,645.5,55.63
11787.38,15.46,18.65,91.54,47.08,636.25,54.67
11731.9,16.39,18.68,91.4,47.44,633.25,55.6
11755.44,16.24,18.71,91.86,50,605.5,56.63
11671.88,16.89,18.28,91.11,49.97,606,57.08
11637.45,17.54,18.31,89.25,49.05,597.25,55.4
11674.76,17.14,18.27,88.03,49.1,595,56.14
11697.31,17.4,18.22,88.38,49.26,600.25,59.06
11722.89,17.02,17.89,90.3,49.9,600.25,60.58
11691.18,17.38,17.38,89.38,51.67,603.25,60.18
11670.75,17.61,17.25,91.55,52.59,620,60.23
11577.51,17.75,16.79,91.38,53.18,615.75,58.42
11569.71,17.52,16.69,89.84,52.6,612.5,59.02
11585.38,17.28,16.74,91.12,53.08,619,58.51
11575.54,17.52,16.73,91.49,52.96,612.5,58.28
11555.03,17.67,16.87,91,51.6,609.25,58.07
11573.49,16.47,16.78,91.51,51.63,606.5,58.1
11559.49,15.45,16.99,90.48,51.22,600,58.66
11533.16,16.49,16.99,89.82,51.68,598,58.92
11478.13,16.41,16.85,88.81,51.89,596.5,57.91
11491.91,16.11,16.8,88.02,51.63,585.5,58.9
11499.25,17.39,16.77,87.7,51.63,581.5,57.19
11457.47,17.94,16.55,88.62,52.53,580,55.77
11476.54,17.61,16.42,88.28,53.15,571.5,55.2
11428.56,17.55,16.47,88.61,53.88,555.75,54.18
11410.32,17.61,16.73,87.79,53.3,553.75,53.61
11370.06,17.25,16.76,88.37,53.38,554.5,52.94
11372.48,17.74,16.69,88.28,52.95,538.75,52.04
11359.16,17.99,16.56,88.69,54.16,542.75,52.96
11362.19,18.02,16.65,89.38,54.83,548,52.4
11382.09,18.01,16.8,89.19,54,541,51.05
11362.41,19.39,16.78,88,53.29,540.5,50.51
11255.78,21.36,16.46,86.75,52.44,529,50.29
11006.02,23.54,15.94,84.11,51.65,529.5,48.61
11052.49,21.53,16.06,85.73,50.33,535.25,47.89
11187.28,19.56,15.95,83.86,50.98,528.5,47.1
11036.37,20.63,15.7,81.25,50.82,506.25,46.55
11178.58,18.37,16.2,81.74,50.25,511.75,47.46
11203.55,18.04,16.28,81.51,49.77,518.5,47.86
11181.23,18.75,16.12,81.85,49.55,526,46.37
11007.88,21.76,16.68,80.44,49.17,509,45.32
11023.5,22.58,16.51,82.34,48.85,525.5,45.43
11201.97,20.2,17,84.86,50.15,539,46.55
11192.58,20.61,16.3,84.88,50.73,534,47.16
11283.1,18.64,16.61,87.81,51.88,557.5,47.8
11357.04,18.47,16.63,87.81,51.81,565,47.63
11346.75,19.08,16.07,86.72,50.89,571,47.2
11406.84,18.29,16.41,87.06,51.21,584.5,47.7
11444.08,18.26,16.21,86.85,49.21,583,48.55
11434.84,18.52,15.86,86.49,49.31,580.5,47.33
11215.13,19.56,15.18,84.69,48.38,568.75,45.67
11188.72,21.57,14.43,83.9,48.74,572.25,44.85
11124.62,21.83,14.23,82.95,48.05,572,43.29
11118.49,21.2,14.13,81.43,48.09,571,42.72
11113.95,20.88,14.22,82.18,47.02,575.25,40.47
11126.28,20.71,14.23,81.94,45.6,561.5,40.25
11169.46,20.22,14.36,82.55,46.62,562,40.85
11164.05,19.85,14.15,82.52,46.53,560.5,42.27
11132.56,18.78,13.95,81.69,45.97,559.5,42.28
11146.57,19.27,13.81,80.56,45.45,561.75,42.23
11107.97,19.79,13.64,81.77,45.9,544,43.08
10978.62,20.63,13.32,79.49,45.46,542.75,42.51
11143.69,19.09,13.88,83.08,47.82,553,44.31
11062.78,19.03,13.8,81.25,47.99,562,43.68
11094.57,19.88,13.91,82.69,48.74,565.75,43.86
11096.08,19.07,13.64,83.01,49.25,565.5,44.89
11020.4,18.93,13.78,81.67,48.44,554.5,44.83
11010.34,18.96,13.78,82.21,48.71,555,45.62
11006.48,20.71,13.66,82.66,48.57,496,45.92
10948.58,21.56,13.32,81.67,47.68,487.75,44.46
10967.65,21.49,13.24,83.23,48.59,487.25,44.08
10944.72,21.76,13.01,82.82,47.32,464.75,43
10751.27,23.53,12.84,81.47,45.98,454.25,42.42
10829.68,22.5,12.26,81.58,47.01,465.75,43.63
10788.05,23.7,12.24,79.97,46.29,478.5,43.84
10835.28,23.25,12.33,77.86,46.96,486,44.31
10858.14,22.6,12.52,76.18,46.76,499.5,43.66
10812.04,22.54,12.48,76.52,45.76,511.25,42.79
10860.26,21.71,12.56,76.49,46.37,496.5,43.23
10662.42,23.87,12.31,75.18,46.71,495.25,42
10739.31,22.51,12.38,74.71,47.22,500.25,43.49
10761.03,22.35,12.55,73.52,46.82,503.5,44.99
10753.62,21.5,12.57,74.86,46.45,507.75,45.44
10607.85,22.01,12.49,73.66,45.99,496.5,46.2
10594.83,21.72,12.44,74.57,45.9,489.5,46.49
10572.73,22.1,11.87,76.02,44.99,491.75,45.78
10526.49,21.56,11.98,76.8,45.22,466.5,46.83
10544.13,21.21,11.99,77.19,44.21,462.5,48.31
10462.77,21.99,11.79,76.45,44.72,448.25,47.45
10415.24,22.81,11.75,74.25,44.19,445,46.91
10387.01,23.25,11.8,74.67,45.45,447,48.09
10340.69,23.8,11.8,74.09,45.75,443.25,48.09
10447.93,21.31,12.07,74.6,45.3,430.75,45.99
10320.1,23.19,11.71,75.02,45.22,428.5,45.3
10269.47,23.89,11.61,73.91,45.33,423.25,44.44
10014.72,26.05,11.29,71.92,46.76,416.25,42.49
10009.73,27.21,11.35,74.7,46.34,422.75,41.91
10150.65,24.45,11.56,75.17,46.5,416,43.71
9985.81,27.37,11.17,73.36,46.13,405,42
10060.06,26.7,11.32,72.52,45.13,400.25,42.82
10040.45,27.46,11.24,71.63,43.78,399.75,43.53
10174.41,25.66,11.61,73.1,44.11,415,45.63
10213.62,25.49,11.77,73.46,44.78,409,47.06
10271.21,26.44,11.89,74.43,44.88,411.25,47.78
10415.54,24.59,12.2,75.42,45.26,409,49.59
10405.85,24.33,12.16,75.77,44.29,406.25,47.32
10302.01,26.1,11.99,75.24,43.63,405.75,45.4
10303.15,26.24,12.15,75.39,42.92,406,45.1
10319.95,25.73,12.27,75.74,43.2,394.75,45.14
10378.83,25.39,12.41,78.02,42.4,390.5,45.32
10644.25,22.37,12.92,80.25,43.49,392.75,47.8
10698.75,22.14,13.05,81.48,43.35,401,48.86
10653.56,21.74,13.04,80.7,43.39,392,48.5
10674.98,22.1,12.98,82.01,42.73,395.5,47.67
10680.43,22.21,13.11,82.47,42.61,387.5,48.08
10636.38,22.63,12.91,82.55,41.37,385.25,47
10674.38,22.01,13.16,81.34,40.95,389.25,46.81
10465.94,23.5,12.77,78.95,41.1,378.25,44.33
10467.16,24.13,12.97,78.36,40.54,375.5,43.77
10497.88,24.25,12.91,76.99,40.03,362.25,44.37
10537.69,23.19,13.03,77.5,40.03,362,45.76
10525.43,22.73,12.94,78.98,41.75,361.75,48.89
10424.62,23.47,12.72,78.98,42.37,369.75,48.9
10322.3,24.63,12.09,79.3,42.23,374,46.72
10120.53,25.64,11.55,76.56,41.73,373.25,44.79
10229.96,23.93,11.75,77.44,41.81,373.25,44.29
10154.43,25.97,11.48,76.54,41.15,376.75,41.22
10097.9,26.25,11.34,76.01,41.75,387.5,41.36
10359.31,25.14,11.86,76.62,43.07,383,42.92
10366.72,24.89,11.81,77.04,42.99,365.75,43.3
10363.02,24.56,11.66,77.15,43.13,366,42.59
10216.27,24.43,11.1,74.95,43.57,370,41.51
10198.03,24.98,10.85,76.09,43.57,374.25,42.88
10138.99,25.71,10.62,75.44,42.58,370,41.09
10018.28,26.84,10.59,74.07,43.88,359.75,40.39
9743.62,29.65,10.16,71.98,42.98,359.25,38.22
9686.48,30.12,10.28,72.14,43.24,361.5,37.66
9732.53,32.86,10.57,72.95,43.1,351.5,38.14
9774.02,34.54,10.08,75.63,45.41,325,38.55
9870.3,34.13,9.88,75.94,45,324.5,39.11
10138.52,29,10.43,78.25,46.19,332,41.55
10143.81,28.53,10.75,78.86,46.33,339.5,43.24
10152.8,29.74,10.78,76.51,44.59,342.25,42.05
10298.44,26.91,11.03,76.35,44.74,345.75,44.06
10293.52,27.05,11.22,77.21,44.73,348.25,43.59
10442.41,24.88,11.53,77.82,44.8,351.25,44.97
10450.64,23.95,11.46,77.18,46.38,355.75,43.41
10434.17,25.05,11.48,76.79,44.82,354.25,44.1
10409.46,25.92,11.63,77.67,43.19,352.75,45.31
10404.77,25.87,11.7,76.94,42.94,350.75,45.91
10190.89,28.58,11.46,75.12,42,348.5,44.56
10211.07,28.79,11.4,73.78,43.11,342.75,44.82
10172.53,30.57,11.39,75.48,42.92,336,43.19
9899.25,33.73,11.05,74.38,42.72,336.5,41.34
9939.98,33.7,11.22,71.99,43.34,335,41.34
9816.49,36.57,11.09,71.44,43.12,335.5,40.3
9931.97,35.48,11.5,71.51,41.42,339.75,41.99
10255.28,29.46,11.96,74.61,42.3,344.5,45.28
10249.54,30.17,11.85,72.86,43.1,347.75,45.84
10024.02,35.54,11.41,72.58,42.59,353,44.01
10136.63,32.07,11.73,73.97,42.08,358.25,47.21
10258.99,29.68,11.99,74.55,42.44,368.25,48.86
9974.45,35.02,11.39,71.51,41.81,366.25,45.12
10043.75,34.61,11.02,68.75,42.35,362.5,47.31
10066.57,38.32,11.01,70.21,41.12,367.75,45.64
10193.39,40.1,11.26,70.04,41.02,359,47.1
10068.01,45.79,10.8,68.01,41,354.25,45.68
10444.37,35.32,11.55,69.87,42.7,353.5,49.3
10510.95,33.55,11.55,69.41,44.48,357,48.48
10625.83,30.84,11.95,70.08,44.43,355.5,51.15
10620.16,31.24,12.11,71.61,45.62,356,52.81
10782.95,26.68,12.42,74.4,44.81,365.75,55.98
10896.91,25.52,12.68,75.65,45.66,367.75,55.03
10748.26,28.32,12.31,76.37,45.88,358,52.96
10785.14,28.84,12.15,76.8,43.91,361.75,55.59
10380.43,40.95,11.51,75.11,42.82,360.75,52.22
10520.32,32.8,11.78,77.11,43.68,361,52.3
10866.83,24.91,12.34,79.97,42.88,354.5,53.83
10926.77,23.84,12.85,82.74,42.91,353.5,53.11
11151.83,20.19,13.3,86.19,42.82,360.5,54.97
11008.61,22.05,13.02,86.15,43.55,360.25,54.66
11167.32,18.44,13.58,85.17,42.87,356.75,57.13
11045.27,21.08,13.25,83.22,42.17,348.25,58.44
10991.99,22.81,13.57,82.44,40.67,345,56.63
11205.03,17.47,14.46,84.2,40.46,352,60.07
11204.28,16.62,14.21,85.12,40.46,352,59.24
11134.29,16.47,14.2,83.7,40.17,356,58.74
11124.92,16.32,14.13,83.68,39.5,355.25,57.98
11117.06,15.73,13.91,83.45,39.13,349.25,58.84
11092.05,17.34,13.6,81.45,39.14,347.75,57.92
11018.66,18.36,13.42,83.24,39.11,358.5,59.81
11144.57,15.89,13.76,85.51,40,356,61.96
11123.11,15.59,13.35,85.84,40.67,351.5,64.02
11019.42,16.2,12.79,84.05,40.43,345.25,64.15
11005.97,15.58,12.77,84.34,40.76,345.5,63.92
10997.35,16.14,12.72,84.92,41.29,344,64.62
10927.07,16.48,12.63,85.39,40.95,346.25,66.26
10897.52,16.62,12.58,85.88,40.7,343.75,67.25
10969.99,16.23,12.7,86.84,39.42,344.25,69.71
10973.55,17.02,12.77,86.62,39.65,343.75,68.96
10927.07,17.47,12.63,84.87,39.45,343.5,65.7
10856.63,17.59,12.57,83.76,38.34,344.25,63.52
10907.42,17.13,13.28,82.37,37.76,351.75,63.77
10895.86,17.59,13.57,82.17,37.81,354.75,64.9
10850.36,17.77,13.86,80,37.41,355,63.96
10841.21,18.4,13.8,80.53,36.77,354,62.37
10836.15,17.55,13.9,80.61,37.24,359,63.53
10888.83,16.35,13.9,81.91,38.82,362.5,63.32
10785.89,16.87,13.99,81.25,39.41,370.5,60.34
10741.98,16.97,13.29,80.68,39.42,371.5,59.24
10779.17,16.62,13.73,82.2,39.78,369,59.93
10733.67,16.91,14.1,82.93,40.16,365,60.94
10685.98,17.69,13.49,81.7,40.09,363,62.49
10642.15,18,13.4,79.8,39.01,362,60.69
10624.69,17.58,13.34,81.24,39.06,353.25,61.4
10611.84,18.06,12.91,82.11,39.18,352,60.42
10567.33,18.57,12.82,82.09,38.75,352.5,59.96
10564.38,17.92,12.8,81.49,39.54,358,60.23
10552.52,17.79,12.93,81.87,39.68,362.25,61.03
10566.2,17.42,13,81.5,40.26,364.25,58.9
10444.14,18.72,12.79,80.21,39.8,369.25,56.64
10396.76,18.83,12.69,80.87,40.14,366.75,56.38
10405.98,19.06,12.22,79.68,39.47,365.25,55.3
10403.79,19.26,12.41,78.7,38.45,369.25,54.58
10325.26,19.5,11.74,79.66,37.66,372,52.94
10321.03,20.1,11.78,78.17,37.44,369.25,53.18
10374.16,20.27,11.73,80,36.71,367.5,52.12
10282.41,21.37,11.6,78.86,37.27,367.25,51.09
10383.38,19.94,11.21,80.16,38.37,360,53.5
10402.35,20.02,11.29,79.81,39.37,353.25,53.29
10392.9,20.63,11.38,79.06,39.23,355.5,50.96
10309.24,21.72,11.49,77.33,37.86,359.5,50.85
10268.81,22.25,11.32,77.01,37.44,362,51.14
10099.14,22.73,11.12,74.13,36.7,357.5,47.98
10144.19,23.96,11.18,75.28,37.07,359.5,47.01
10038.38,25.4,10.94,74.52,35.68,355.25,44.37
10058.64,26,11.15,73.75,35.67,354.75,46.01
9908.39,26.51,10.97,71.89,34.57,353.5,44.09
10012.23,26.11,10.91,71.19,35.83,347.5,44.78
10002.18,26.08,11.06,73.14,34,349,44.07
10270.55,21.6,11.64,76.98,35.91,352.75,46.82
10296.85,21.48,11.39,77.23,36.21,358.75,48.05
10185.53,22.59,11.12,74.43,36.5,355.5,47.32
10067.33,24.62,10.84,72.89,34.82,355.25,44.43
10120.46,23.73,11.41,73.64,35.91,357.75,45.58
10236.16,23.14,11.55,73.67,35.74,358.25,46.6
10194.29,24.55,11.19,74.71,36.07,360.25,49.61
10196.86,25.41,11.03,75.26,36.04,365.25,56.23
10172.98,27.31,10.52,74.54,36.5,363.5,55
10389.88,22.27,11.18,76.08,36.52,364,57.67
10603.15,18.68,11.51,77.62,37.87,362.25,63.26
10725.43,17.58,11.75,79.02,39.66,367.75,65.44
10609.65,17.91,11.6,78,39.7,369.5,62.04
10710.55,17.63,11.76,79.39,40.47,376.5,63.56
10680.77,17.85,11.68,79.65,40.7,368,63.17
10627.26,18.25,11.87,80.79,40.3,392.5,62.93
10663.99,17.55,12.11,82.52,41.64,418,62.93
10618.19,18.13,11.69,82.75,41.43,415,65.34
10606.86,19.06,11.66,82.66,41.17,414.5,60.91
10573.68,19.16,11.37,83.18,41.76,416,60.4
10572.02,19.35,10.96,81.77,40.89,415.25,57.83
10583.96,20.04,10.28,81.51,40.39,413.25,57.91
10428.05,21.68,10,79.36,39.38,412,55.12
10548.51,19.96,9.99,79.28,39.56,400.5,55.51
10545.41,20.01,10.11,78.87,39.71,413.25,54.71
10547.08,19.93,10.2,78.77,40.52,408,56.49
10466.44,19.71,10.08,76.67,40.23,397.25,55.01
10464.93,19.54,9.9,74.4,38.89,393.5,53.1
10414.14,20.49,9.67,72.47,38.96,395.75,52.35
10328.89,21.68,9.68,73.36,39.52,391,49.23
10308.26,22.51,9.39,72.65,38.39,393.25,48.73
10441.12,20.54,9.49,72.66,39.92,403.25,49.67
10452,21.49,9.39,70.69,39.1,405,48.27
10501.05,21.15,9.08,69.51,39.9,385,48.61
10471.5,21.59,9,69.87,39.58,374.5,47.14
10405.83,22.32,9.05,70.54,41.01,365.5,46.07
10337.05,22.66,8.86,70.67,41.28,363.75,46.74
10285.97,23.69,8.82,72.62,40.51,367.5,44.23
10390.11,22.1,8.91,73.93,42.44,367.75,44.75
10388.9,21.25,8.94,75.47,42.68,373.25,44.39
10366.15,22.46,8.94,76.46,46.84,385,44.95
10452.68,21.12,9.01,76.6,47.93,390,45.42
10471.58,21.92,8.88,78.37,46.07,397.25,45.18
10344.84,24.51,8.89,77.28,42.69,392.25,44.66
10309.92,24.74,8.73,77.96,42.54,377,43.05
10464.4,20.48,8.81,76.02,43.99,374.5,43.67
10433.71,20.47,8.81,77.56,43.22,385,42.04
10450.95,21.16,8.73,76.72,43.88,390.25,42.22
10318.16,22.19,8.64,77.46,43.98,390,41.32
10332.44,22.63,8.73,79.58,44.34,397.5,41.28
10426.31,21.63,8.94,79.14,43.74,396.75,42.73
10437.42,22.41,8.98,78.9,45.1,390.75,42.3
10406.96,22.89,8.71,76.35,43.99,385.5,41.37
10270.47,23.36,8.41,76.94,42.89,382.5,39.49
10197.47,24.24,8.2,79.28,41.87,391.5,39.04
10291.26,23.04,8.33,79.05,43.07,379.25,39.3
10246.97,22.84,8.24,79.43,43.13,365.25,38.08
10226.94,23.15,8.18,77.43,43,366,38.71
10023.42,24.19,7.75,79.62,41.63,376,37.38
10005.96,25.43,7.45,80.4,40.71,383,36.81
9802.14,27.72,7.27,79.6,40.28,375.25,35.55
9771.91,28.81,7.44,78.13,39.17,359.25,35.5
9789.44,29.78,7.58,77,36.51,363,34.48
9712.73,30.69,7,79.87,35.93,367,34.49
9962.58,24.76,7.3,77.46,37.03,363.75,36.74
9762.69,27.91,6.96,79.55,34.58,369.25,35.53
9867.96,24.31,7.47,78.68,36.2,376.5,40.58
9972.18,22.27,7.63,80.5,37.57,397,40.87
10081.31,20.69,7.76,81.19,37.93,393.25,41.63
9949.36,22.22,7.78,81.37,38.1,381.25,42.11
10041.48,20.9,7.71,79.09,37.85,379.25,42.28
10092.19,21.49,7.57,79.61,38.98,369.25,42.57
9995.91,21.43,7.42,78.53,38.66,369,43.44
10062.94,21.72,7.66,77.58,38.91,368.5,45.63
10015.86,22.86,7.66,75.18,39.97,377.5,45.04
9871.06,22.99,7.62,74.15,39.9,374.25,43.81
9885.8,23.01,7.62,73.27,39.36,361.75,42.41
9864.94,23.12,7.12,71.77,39.48,358.75,43.85
9786.87,24.18,7.18,71.69,39.51,358.75,44.12
9725.58,24.68,7.13,69.57,39.28,354,42.59
9731.25,25.7,7.14,70.88,38.84,342,42.65
9599.75,26.84,7.05,70.41,36.91,327.5,42.63
9487.67,28.68,6.84,69.95,36.1,331.75,40.75
9509.28,28.27,6.97,70.82,36.18,337.5,42.26
9712.28,25.61,7.21,70.61,37.9,335.5,44.37
9742.2,25.19,7.45,66.71,37.55,336.25,45.56
9789.36,24.88,7.49,66.84,36.31,329,46.31
9665.19,25.61,7.29,66.02,36.14,328.75,46.63
9707.44,24.95,7.33,65.89,36.46,322.5,47.96
9748.55,23.49,7.36,68.97,36.53,319,49.83
9829.87,23.08,7.01,71.55,37.5,315.25,50.24
9778.86,24.06,6.83,69.71,36.51,310,48.02
9820.2,23.92,6.94,72.04,37.05,316.75,49.03
9783.92,23.65,6.92,72.47,38.06,322.75,49.15
9791.71,23.69,7.15,72.51,38.53,324,49.81
9683.41,23.42,7.2,70.93,37.95,316,48.98
9626.8,23.86,7.39,68.86,37.39,305.25,46.72
9605.41,24.15,7.33,69.29,38.18,300,45.86
9627.48,23.55,7.44,71.94,38,305,45.75
9547.22,24.32,7.39,71.31,36.95,300.75,44.3
9497.34,25.62,7.3,71.1,39.3,296.75,43.28
9441.27,25.26,7.43,68.02,40.04,300,42.36
9344.61,27.1,7.48,67.96,39.53,307,42.16
9280.67,28.9,7.03,68.05,37.89,309.5,41.71
9310.6,29.15,7.24,68.05,35.05,311.25,41.95
9496.28,26.01,7.6,69.96,34.7,315,43.78
9544.2,24.76,7.73,72.74,35.43,317.25,44.6
9580.63,24.68,7.67,72.49,34.58,315,43.44
9543.52,24.95,7.61,71.43,34.2,318,43.24
9539.29,24.92,7.59,72.05,34.51,317.75,44.32
9509.28,25.14,7.41,74.37,34.38,319.75,45
9505.96,25.01,7.74,73.89,34.67,317.75,44.86
9350.05,25.09,7.68,72.54,34.14,316.5,43.71
9279.16,26.26,7.65,72.42,33.82,310.25,43.21
9217.94,26.18,7.64,69.19,33.46,311,43.69
9135.34,27.89,7.37,66.75,32.94,304.25,42.32
9321.4,24.27,7.83,67.51,33.92,318,46.14
9398.19,24.71,7.9,70.52,34.19,324.5,47.32
9361.61,25.45,7.7,70.16,33.6,319,45.05
9241.45,25.99,7.81,69.45,33.63,323.75,43.2
9337.95,24.99,7.72,70.6,34.26,317.25,43.85
9370.07,24.76,8.01,70.93,34.77,321.5,44.94
9256.26,25.67,8.07,71.94,35.75,331.5,43.4
9280.97,24.9,8.44,71.97,36.03,339.25,44.99
9320.19,24.89,8.3,71.42,36.16,352.75,43.51
9286.56,25.56,8.33,71.58,36.11,338,43.03
9171.61,25.92,8,69.45,34.9,329.5,39.75
9154.46,25.4,7.39,66.94,33.85,320.75,38.61
9070.72,25.61,7.12,63.35,32.86,315.25,37.49
9096.72,25.01,7.14,67.23,33.5,320.25,40.35
9108.51,24.28,7.27,68.38,34.98,311.25,41.27
9093.24,23.09,6.78,68.05,35.35,314.75,40.72
9069.29,23.43,6.98,67.16,35.09,311.5,39.63
8881.26,23.47,6.38,65.4,34.95,304,38.13
8915.94,23.87,6.2,64.72,35.41,310.25,39.01
8848.15,24.4,6.19,63.98,35.59,318.25,39.48
8743.94,24.34,6.14,63.56,34.45,316,37.42
8711.82,25.42,6.13,62.02,33.97,316.25,36.49
8616.21,25.89,6.05,61.54,33.94,328,35.03
8359.49,25.02,5.84,59.52,32.84,348.75,32.57
8331.68,26.31,5.69,59.69,31.99,339,31.64
8146.52,29.02,5.72,59.89,31.64,337,30.77
8183.17,29.78,5.63,60.41,31.73,338.75,31.39
8178.41,31.3,5.35,60.14,31.48,335.25,30.5
8163.6,30.85,5.53,62.93,32.78,335,31.63
8324.87,29,5.75,64.05,33.12,339,32.03
8280.74,27.95,5.89,66.73,34.06,342,34
8504.06,26.22,5.91,69.31,35,343,34.79
8447,26.35,6.07,69.89,33.55,337.75,35.74
8529.38,25.35,5.78,71.49,34.87,375.75,37.01
8438.39,25.93,5.61,69.16,35.03,379.75,36.91
8472.4,26.36,5.68,70.23,35.26,381,35.96
8299.86,29.05,5.63,68.67,33.59,381,35.13
8322.91,30.58,5.53,69.24,33.19,380.5,34.54
8339.01,31.17,5.38,66.93,31.87,380,34.12
8539.73,27.99,5.72,69.55,33.99,398,37.57
8555.6,30.03,5.68,71.37,33.1,401.75,36.82
8497.18,31.54,5.71,71.03,33.39,397.75,36.16
8504.67,32.68,5.67,70.47,33.41,403,36.7
8612.13,30.81,5.93,70.62,32.9,405.5,37.1
8799.26,28.15,6.11,72.04,33.99,420.75,39.32
8770.92,28.11,5.98,72.68,34.66,436,41.83
8739.02,28.46,6.19,71.33,35.06,434.75,40.13
8763.06,28.27,6.26,70.01,36.12,434.5,37.82
8764.49,29.77,6.38,68.09,36.56,433.25,35.06
8763.13,29.62,6.36,68.44,36.05,440,36.21
8750.24,30.18,6.36,68.81,37.65,430,35.58
8675.24,31.02,6.18,66.12,36.54,430.25,33.98
8740.87,29.63,6.41,68.55,37.89,440.5,36.43
8721.44,30.04,6.13,68.58,37.04,434.25,36.82
8500.33,28.92,5.75,66.31,38.08,427,34.08
8403.8,31.67,5.56,65.08,37.18,422.5,32.8
8300.02,32.36,5.34,63.45,36.05,424.25,31.78
8473.49,30.62,5.4,62.45,37,421.75,30.73
8277.32,32.63,5.26,61.67,38,423.5,29.49
8292.13,31.35,5.33,61.05,36.89,417.25,30
8422.04,29.03,5.41,62.04,36.22,423,31.24
8474.85,28.8,5.63,59.65,33.99,420.75,29.94
8504.08,30.24,5.5,59.03,33.47,406.25,28.53
8268.64,33.12,5.49,56.34,33.49,416,27.13
8331.32,31.37,5.16,58.62,34.11,414.25,27.39
8284.89,33.65,4.96,58.02,34.35,416.25,26.71
8469.11,31.8,5.01,58.85,35.1,413,28.87
8418.77,32.87,6.08,58.5,33.64,407.25,29.3
8574.65,32.05,6.24,58.63,34.04,404.5,31.3
8409.85,33.44,6.06,56.71,32.81,400.5,29.99
8512.28,32.45,6.26,56.34,32.88,396,31.2
8410.65,33.36,5.85,53.84,31.55,390,30.81
8426.74,34.53,5.88,54.47,30.89,393.25,31.46
8212.41,35.3,5.69,53.2,29,394.25,28.56
